"source_census","county_cd","pk_gndr","cd_race","age_grouping_cd","measurement_year","pop_cnt"
"2005",18,2,4,4,"2005",68.37
"2005",18,2,5,0,"2005",23983.6
"2005",18,2,5,1,"2005",5886.17
"2005",18,2,5,2,"2005",6406.46
"2005",18,2,5,3,"2005",7171.93
"2005",18,2,5,4,"2005",4519.03
"2005",18,2,8,0,"2005",2980.25
"2005",18,2,8,1,"2005",912.69
"2005",18,2,8,2,"2005",819.17
"2005",18,2,8,3,"2005",803.1
"2005",18,2,8,4,"2005",445.28
"2005",18,2,9,0,"2005",2364.95
"2005",18,2,9,1,"2005",763.61
"2005",18,2,9,2,"2005",638.53
"2005",18,2,9,3,"2005",611.96
"2005",18,2,9,4,"2005",350.86
"2005",18,2,10,0,"2005",4659.07
"2005",18,2,10,1,"2005",1223.35
"2005",18,2,10,2,"2005",1269.9
"2005",18,2,10,3,"2005",1344.37
"2005",18,2,10,4,"2005",821.44
"2005",18,2,11,0,"2005",22251.69
"2005",18,2,11,1,"2005",5356.45
"2005",18,2,11,2,"2005",5930.36
"2005",18,2,11,3,"2005",6717.31
"2005",18,2,11,4,"2005",4247.57
"2005",18,2,12,0,"2005",906.28
"2005",18,2,12,1,"2005",247.59
"2005",18,2,12,2,"2005",238.21
"2005",18,2,12,3,"2005",262.36
"2005",18,2,12,4,"2005",158.12
"2005",18,2,NA,0,"2005",30182
"2005",18,2,NA,1,"2005",7591
"2005",18,2,NA,2,"2005",8077
"2005",18,2,NA,3,"2005",8936
"2005",18,2,NA,4,"2005",5578
"2005",19,0,0,0,"2005",7228.06
"2005",19,0,0,1,"2005",1852.01
"2005",19,0,0,2,"2005",1926.02
"2005",19,0,0,3,"2005",2132.02
"2005",19,0,0,4,"2005",1318
"2005",19,0,1,0,"2005",95.49
"2005",19,0,1,1,"2005",19.87
"2005",19,0,1,2,"2005",23.54
"2005",19,0,1,3,"2005",35.5
"2005",19,0,1,4,"2005",16.58
"2005",19,0,2,0,"2005",88.9
"2005",19,0,2,1,"2005",23.07
"2005",19,0,2,2,"2005",22.76
"2005",19,0,2,3,"2005",21.7
"2005",19,0,2,4,"2005",21.38
"2005",19,0,3,0,"2005",56.84
"2005",19,0,3,1,"2005",12.21
"2005",19,0,3,2,"2005",18.24
"2005",19,0,3,3,"2005",18.25
"2005",19,0,3,4,"2005",8.14
"2005",19,0,4,0,"2005",10.72
"2005",19,0,4,1,"2005",4.48
"2005",19,0,4,2,"2005",2.55
"2005",19,0,4,3,"2005",2.71
"2005",19,0,4,4,"2005",0.98
"2005",19,0,5,0,"2005",6724.38
"2005",19,0,5,1,"2005",1707.64
"2005",19,0,5,2,"2005",1798.39
"2005",19,0,5,3,"2005",1985.54
"2005",19,0,5,4,"2005",1232.81
"2005",19,0,8,0,"2005",251.73
"2005",19,0,8,1,"2005",84.74
"2005",19,0,8,2,"2005",60.54
"2005",19,0,8,3,"2005",68.32
"2005",19,0,8,4,"2005",38.12
"2005",19,0,9,0,"2005",830.79
"2005",19,0,9,1,"2005",291.44
"2005",19,0,9,2,"2005",244.8
"2005",19,0,9,3,"2005",188.97
"2005",19,0,9,4,"2005",105.57
"2005",19,0,10,0,"2005",376.53
"2005",19,0,10,1,"2005",107.62
"2005",19,0,10,2,"2005",87.05
"2005",19,0,10,3,"2005",109.59
"2005",19,0,10,4,"2005",72.29
"2005",19,0,11,0,"2005",5970.39
"2005",19,0,11,1,"2005",1444.06
"2005",19,0,11,2,"2005",1578.37
"2005",19,0,11,3,"2005",1815.94
"2005",19,0,11,4,"2005",1132.02
"2005",19,0,12,0,"2005",50.35
"2005",19,0,12,1,"2005",8.88
"2005",19,0,12,2,"2005",15.8
"2005",19,0,12,3,"2005",17.52
"2005",19,0,12,4,"2005",8.14
"2005",19,0,NA,0,"2005",7228.06
"2005",19,0,NA,1,"2005",1852.01
"2005",19,0,NA,2,"2005",1926.02
"2005",19,0,NA,3,"2005",2132.03
"2005",19,0,NA,4,"2005",1318.01
"2005",19,1,0,0,"2005",3516.03
"2005",19,1,0,1,"2005",930
"2005",19,1,0,2,"2005",936.01
"2005",19,1,0,3,"2005",1037.01
"2005",19,1,0,4,"2005",613
"2005",19,1,1,0,"2005",49.75
"2005",19,1,1,1,"2005",7.54
"2005",19,1,1,2,"2005",12.52
"2005",19,1,1,3,"2005",19.97
"2005",19,1,1,4,"2005",9.73
"2005",19,1,2,0,"2005",40.55
"2005",19,1,2,1,"2005",12.4
"2005",19,1,2,2,"2005",10.1
"2005",19,1,2,3,"2005",7.11
"2005",19,1,2,4,"2005",10.95
"2005",19,1,3,0,"2005",26.42
"2005",19,1,3,1,"2005",6.97
"2005",19,1,3,2,"2005",9.54
"2005",19,1,3,3,"2005",5.95
"2005",19,1,3,4,"2005",3.95
"2005",19,1,4,0,"2005",8.15
"2005",19,1,4,1,"2005",3.44
"2005",19,1,4,2,"2005",1.58
"2005",19,1,4,3,"2005",2.71
"2005",19,1,4,4,"2005",0.41
"2005",19,1,5,0,"2005",3274.67
"2005",19,1,5,1,"2005",857.84
"2005",19,1,5,2,"2005",873.88
"2005",19,1,5,3,"2005",971.81
"2005",19,1,5,4,"2005",571.14
"2005",19,1,8,0,"2005",116.5
"2005",19,1,8,1,"2005",41.81
"2005",19,1,8,2,"2005",28.39
"2005",19,1,8,3,"2005",29.46
"2005",19,1,8,4,"2005",16.83
"2005",19,1,9,0,"2005",398.59
"2005",19,1,9,1,"2005",146.56
"2005",19,1,9,2,"2005",115.02
"2005",19,1,9,3,"2005",86.99
"2005",19,1,9,4,"2005",50.01
"2005",19,1,10,0,"2005",181.63
"2005",19,1,10,1,"2005",53.61
"2005",19,1,10,2,"2005",41.88
"2005",19,1,10,3,"2005",50.54
"2005",19,1,10,4,"2005",35.6
"2005",19,1,11,0,"2005",2911.48
"2005",19,1,11,1,"2005",723.74
"2005",19,1,11,2,"2005",770.04
"2005",19,1,11,3,"2005",894.25
"2005",19,1,11,4,"2005",523.46
"2005",19,1,12,0,"2005",24.33
"2005",19,1,12,1,"2005",6.09
"2005",19,1,12,2,"2005",9.06
"2005",19,1,12,3,"2005",5.23
"2005",19,1,12,4,"2005",3.95
"2005",19,1,NA,0,"2005",3516.03
"2005",19,1,NA,1,"2005",930.01
"2005",19,1,NA,2,"2005",936.01
"2005",19,1,NA,3,"2005",1037
"2005",19,1,NA,4,"2005",612.99
"2005",19,2,0,0,"2005",3712.03
"2005",19,2,0,1,"2005",922
"2005",19,2,0,2,"2005",990.01
"2005",19,2,0,3,"2005",1095.01
"2005",19,2,0,4,"2005",705
"2005",19,2,1,0,"2005",45.74
"2005",19,2,1,1,"2005",12.33
"2005",19,2,1,2,"2005",11.03
"2005",19,2,1,3,"2005",15.54
"2005",19,2,1,4,"2005",6.86
"2005",19,2,2,0,"2005",48.35
"2005",19,2,2,1,"2005",10.66
"2005",19,2,2,2,"2005",12.67
"2005",19,2,2,3,"2005",14.59
"2005",19,2,2,4,"2005",10.43
"2005",19,2,3,0,"2005",30.42
"2005",19,2,3,1,"2005",5.24
"2005",19,2,3,2,"2005",8.69
"2005",19,2,3,3,"2005",12.29
"2005",19,2,3,4,"2005",4.2
"2005",19,2,4,0,"2005",2.57
"2005",19,2,4,1,"2005",1.04
"2005",19,2,4,2,"2005",0.96
"2005",19,2,4,3,"2005",0
"2005",19,2,4,4,"2005",0.57
"2005",19,2,5,0,"2005",3449.71
"2005",19,2,5,1,"2005",849.81
"2005",19,2,5,2,"2005",924.5
"2005",19,2,5,3,"2005",1013.73
"2005",19,2,5,4,"2005",661.66
"2005",19,2,8,0,"2005",135.23
"2005",19,2,8,1,"2005",42.93
"2005",19,2,8,2,"2005",32.16
"2005",19,2,8,3,"2005",38.86
"2005",19,2,8,4,"2005",21.29
"2005",19,2,9,0,"2005",432.21
"2005",19,2,9,1,"2005",144.88
"2005",19,2,9,2,"2005",129.78
"2005",19,2,9,3,"2005",101.98
"2005",19,2,9,4,"2005",55.57
"2005",19,2,10,0,"2005",194.9
"2005",19,2,10,1,"2005",54.02
"2005",19,2,10,2,"2005",45.15
"2005",19,2,10,3,"2005",59.05
"2005",19,2,10,4,"2005",36.69
"2005",19,2,11,0,"2005",3058.91
"2005",19,2,11,1,"2005",720.32
"2005",19,2,11,2,"2005",808.32
"2005",19,2,11,3,"2005",921.7
"2005",19,2,11,4,"2005",608.57
"2005",19,2,12,0,"2005",26.02
"2005",19,2,12,1,"2005",2.79
"2005",19,2,12,2,"2005",6.74
"2005",19,2,12,3,"2005",12.29
"2005",19,2,12,4,"2005",4.2
"2005",19,2,NA,0,"2005",3712.04
"2005",19,2,NA,1,"2005",921.99
"2005",19,2,NA,2,"2005",990.01
"2005",19,2,NA,3,"2005",1095.02
"2005",19,2,NA,4,"2005",705.01
"2005",20,0,0,0,"2005",4848
"2005",20,0,0,1,"2005",1153
"2005",20,0,0,2,"2005",1262
"2005",20,0,0,3,"2005",1505
"2005",20,0,0,4,"2005",928
"2005",20,0,1,0,"2005",207.89
"2005",20,0,1,1,"2005",59.19
"2005",20,0,1,2,"2005",53.63
"2005",20,0,1,3,"2005",61.58
"2005",20,0,1,4,"2005",33.48
"2005",20,0,2,0,"2005",38.9
"2005",20,0,2,1,"2005",5.76
"2005",20,0,2,2,"2005",7.95
"2005",20,0,2,3,"2005",13.68
"2005",20,0,2,4,"2005",11.51
"2005",20,0,3,0,"2005",32.35
"2005",20,0,3,1,"2005",13.1
"2005",20,0,3,2,"2005",8.28
"2005",20,0,3,3,"2005",8.75
"2005",20,0,3,4,"2005",2.22
"2005",20,0,4,0,"2005",11.94
"2005",20,0,4,1,"2005",2.14
"2005",20,0,4,2,"2005",4.17
"2005",20,0,4,3,"2005",2.17
"2005",20,0,4,4,"2005",3.46
"2005",20,0,5,0,"2005",4350.43
"2005",20,0,5,1,"2005",1016.05
"2005",20,0,5,2,"2005",1134.1
"2005",20,0,5,3,"2005",1358.64
"2005",20,0,5,4,"2005",841.64
"2005",20,0,8,0,"2005",206.5
"2005",20,0,8,1,"2005",56.75
"2005",20,0,8,2,"2005",53.87
"2005",20,0,8,3,"2005",60.18
"2005",20,0,8,4,"2005",35.69
"2005",20,0,9,0,"2005",780.59
"2005",20,0,9,1,"2005",199.19
"2005",20,0,9,2,"2005",221.05
"2005",20,0,9,3,"2005",224.62
"2005",20,0,9,4,"2005",135.73
"2005",20,0,10,0,"2005",412.95
"2005",20,0,10,1,"2005",111.42
"2005",20,0,10,2,"2005",106.49
"2005",20,0,10,3,"2005",120.65
"2005",20,0,10,4,"2005",74.4
"2005",20,0,11,0,"2005",3638.31
"2005",20,0,11,1,"2005",833.72
"2005",20,0,11,2,"2005",932.2
"2005",20,0,11,3,"2005",1156.2
"2005",20,0,11,4,"2005",716.19
"2005",20,0,12,0,"2005",16.16
"2005",20,0,12,1,"2005",8.66
"2005",20,0,12,2,"2005",2.27
"2005",20,0,12,3,"2005",3.54
"2005",20,0,12,4,"2005",1.7
"2005",20,0,NA,0,"2005",4848
"2005",20,0,NA,1,"2005",1153.01
"2005",20,0,NA,2,"2005",1262
"2005",20,0,NA,3,"2005",1504.99
"2005",20,0,NA,4,"2005",927.99
"2005",20,1,0,0,"2005",2379
"2005",20,1,0,1,"2005",573
"2005",20,1,0,2,"2005",616
"2005",20,1,0,3,"2005",738
"2005",20,1,0,4,"2005",452
"2005",20,1,1,0,"2005",109.06
"2005",20,1,1,1,"2005",33.82
"2005",20,1,1,2,"2005",30.08
"2005",20,1,1,3,"2005",25.34
"2005",20,1,1,4,"2005",19.82
"2005",20,1,2,0,"2005",19.83
"2005",20,1,2,1,"2005",2.9
"2005",20,1,2,2,"2005",3.75
"2005",20,1,2,3,"2005",5.58
"2005",20,1,2,4,"2005",7.61
"2005",20,1,3,0,"2005",12.8
"2005",20,1,3,1,"2005",2.76
"2005",20,1,3,2,"2005",3.39
"2005",20,1,3,3,"2005",5.07
"2005",20,1,3,4,"2005",1.59
"2005",20,1,4,0,"2005",5.14
"2005",20,1,4,1,"2005",0.5
"2005",20,1,4,2,"2005",3.2
"2005",20,1,4,3,"2005",1.11
"2005",20,1,4,4,"2005",0.33
"2005",20,1,5,0,"2005",2133.58
"2005",20,1,5,1,"2005",508.61
"2005",20,1,5,2,"2005",550.28
"2005",20,1,5,3,"2005",668.38
"2005",20,1,5,4,"2005",406.32
"2005",20,1,8,0,"2005",98.59
"2005",20,1,8,1,"2005",24.42
"2005",20,1,8,2,"2005",25.31
"2005",20,1,8,3,"2005",32.52
"2005",20,1,8,4,"2005",16.33
"2005",20,1,9,0,"2005",395.74
"2005",20,1,9,1,"2005",93.47
"2005",20,1,9,2,"2005",113.41
"2005",20,1,9,3,"2005",115.53
"2005",20,1,9,4,"2005",73.33
"2005",20,1,10,0,"2005",209.16
"2005",20,1,10,1,"2005",57.2
"2005",20,1,10,2,"2005",57.58
"2005",20,1,10,3,"2005",55.85
"2005",20,1,10,4,"2005",38.53
"2005",20,1,11,0,"2005",1768.8
"2005",20,1,11,1,"2005",420.61
"2005",20,1,11,2,"2005",444.58
"2005",20,1,11,3,"2005",564.54
"2005",20,1,11,4,"2005",339.06
"2005",20,1,12,0,"2005",5.29
"2005",20,1,12,1,"2005",1.73
"2005",20,1,12,2,"2005",0.44
"2005",20,1,12,3,"2005",2.07
"2005",20,1,12,4,"2005",1.07
"2005",20,1,NA,0,"2005",2378.99
"2005",20,1,NA,1,"2005",573.01
"2005",20,1,NA,2,"2005",616
"2005",20,1,NA,3,"2005",738.01
"2005",20,1,NA,4,"2005",452
"2005",20,2,0,0,"2005",2469
"2005",20,2,0,1,"2005",580
"2005",20,2,0,2,"2005",646
"2005",20,2,0,3,"2005",767
"2005",20,2,0,4,"2005",476
"2005",20,2,1,0,"2005",98.83
"2005",20,2,1,1,"2005",25.37
"2005",20,2,1,2,"2005",23.55
"2005",20,2,1,3,"2005",36.24
"2005",20,2,1,4,"2005",13.66
"2005",20,2,2,0,"2005",19.07
"2005",20,2,2,1,"2005",2.87
"2005",20,2,2,2,"2005",4.2
"2005",20,2,2,3,"2005",8.1
"2005",20,2,2,4,"2005",3.9
"2005",20,2,3,0,"2005",19.55
"2005",20,2,3,1,"2005",10.34
"2005",20,2,3,2,"2005",4.9
"2005",20,2,3,3,"2005",3.68
"2005",20,2,3,4,"2005",0.63
"2005",20,2,4,0,"2005",6.8
"2005",20,2,4,1,"2005",1.64
"2005",20,2,4,2,"2005",0.97
"2005",20,2,4,3,"2005",1.06
"2005",20,2,4,4,"2005",3.13
"2005",20,2,5,0,"2005",2216.85
"2005",20,2,5,1,"2005",507.45
"2005",20,2,5,2,"2005",583.82
"2005",20,2,5,3,"2005",690.26
"2005",20,2,5,4,"2005",435.32
"2005",20,2,8,0,"2005",107.9
"2005",20,2,8,1,"2005",32.32
"2005",20,2,8,2,"2005",28.56
"2005",20,2,8,3,"2005",27.66
"2005",20,2,8,4,"2005",19.36
"2005",20,2,9,0,"2005",384.85
"2005",20,2,9,1,"2005",105.73
"2005",20,2,9,2,"2005",107.64
"2005",20,2,9,3,"2005",109.08
"2005",20,2,9,4,"2005",62.39
"2005",20,2,10,0,"2005",203.78
"2005",20,2,10,1,"2005",54.22
"2005",20,2,10,2,"2005",48.91
"2005",20,2,10,3,"2005",64.8
"2005",20,2,10,4,"2005",35.86
"2005",20,2,11,0,"2005",1869.51
"2005",20,2,11,1,"2005",413.11
"2005",20,2,11,2,"2005",487.62
"2005",20,2,11,3,"2005",591.66
"2005",20,2,11,4,"2005",377.12
"2005",20,2,12,0,"2005",10.86
"2005",20,2,12,1,"2005",6.93
"2005",20,2,12,2,"2005",1.83
"2005",20,2,12,3,"2005",1.47
"2005",20,2,12,4,"2005",0.63
"2005",20,2,NA,0,"2005",2468.99
"2005",20,2,NA,1,"2005",579.99
"2005",20,2,NA,2,"2005",645.99
"2005",20,2,NA,3,"2005",767
"2005",20,2,NA,4,"2005",476.01
"2005",21,0,0,0,"2005",17762.02
"2005",21,0,0,1,"2005",4405
"2005",21,0,0,2,"2005",4522
"2005",21,0,0,3,"2005",5354.01
"2005",21,0,0,4,"2005",3481
"2005",21,0,1,0,"2005",310.29
"2005",21,0,1,1,"2005",74.7
"2005",21,0,1,2,"2005",71.07
"2005",21,0,1,3,"2005",101.06
"2005",21,0,1,4,"2005",63.45
"2005",21,0,2,0,"2005",155.58
"2005",21,0,2,1,"2005",28.65
"2005",21,0,2,2,"2005",38.97
"2005",21,0,2,3,"2005",54.39
"2005",21,0,2,4,"2005",33.57
"2005",21,0,3,0,"2005",132.76
"2005",21,0,3,1,"2005",25.83
"2005",21,0,3,2,"2005",20.68
"2005",21,0,3,3,"2005",33.52
"2005",21,0,3,4,"2005",52.74
"2005",21,0,4,0,"2005",45.72
"2005",21,0,4,1,"2005",10.56
"2005",21,0,4,2,"2005",7.98
"2005",21,0,4,3,"2005",17.42
"2005",21,0,4,4,"2005",9.77
"2005",21,0,5,0,"2005",16425.06
"2005",21,0,5,1,"2005",4071.95
"2005",21,0,5,2,"2005",4199.31
"2005",21,0,5,3,"2005",4943.52
"2005",21,0,5,4,"2005",3210.28
"2005",21,0,8,0,"2005",692.61
"2005",21,0,8,1,"2005",193.31
"2005",21,0,8,2,"2005",183.99
"2005",21,0,8,3,"2005",204.1
"2005",21,0,8,4,"2005",111.19
"2005",21,0,9,0,"2005",2263.17
"2005",21,0,9,1,"2005",753.81
"2005",21,0,9,2,"2005",612.65
"2005",21,0,9,3,"2005",577.31
"2005",21,0,9,4,"2005",319.41
"2005",21,0,10,0,"2005",1002.28
"2005",21,0,10,1,"2005",247.38
"2005",21,0,10,2,"2005",244.26
"2005",21,0,10,3,"2005",322.23
"2005",21,0,10,4,"2005",188.4
"2005",21,0,11,0,"2005",14382.32
"2005",21,0,11,1,"2005",3384.08
"2005",21,0,11,2,"2005",3649.27
"2005",21,0,11,3,"2005",4426.6
"2005",21,0,11,4,"2005",2922.36
"2005",21,0,12,0,"2005",114.25
"2005",21,0,12,1,"2005",19.73
"2005",21,0,12,2,"2005",15.82
"2005",21,0,12,3,"2005",27.86
"2005",21,0,12,4,"2005",50.84
"2005",21,0,NA,0,"2005",17762.02
"2005",21,0,NA,1,"2005",4405
"2005",21,0,NA,2,"2005",4522
"2005",21,0,NA,3,"2005",5354.01
"2005",21,0,NA,4,"2005",3481.02
"2005",21,1,0,0,"2005",8585.01
"2005",21,1,0,1,"2005",2154
"2005",21,1,0,2,"2005",2203
"2005",21,1,0,3,"2005",2631
"2005",21,1,0,4,"2005",1597
"2005",21,1,1,0,"2005",150.58
"2005",21,1,1,1,"2005",34.42
"2005",21,1,1,2,"2005",39.95
"2005",21,1,1,3,"2005",52.78
"2005",21,1,1,4,"2005",23.42
"2005",21,1,2,0,"2005",73.1
"2005",21,1,2,1,"2005",15.13
"2005",21,1,2,2,"2005",18.67
"2005",21,1,2,3,"2005",25.64
"2005",21,1,2,4,"2005",13.67
"2005",21,1,3,0,"2005",53.41
"2005",21,1,3,1,"2005",13.9
"2005",21,1,3,2,"2005",14.95
"2005",21,1,3,3,"2005",16.88
"2005",21,1,3,4,"2005",7.69
"2005",21,1,4,0,"2005",19.69
"2005",21,1,4,1,"2005",5.08
"2005",21,1,4,2,"2005",3.46
"2005",21,1,4,3,"2005",8.93
"2005",21,1,4,4,"2005",2.22
"2005",21,1,5,0,"2005",7957.84
"2005",21,1,5,1,"2005",1993.38
"2005",21,1,5,2,"2005",2041.54
"2005",21,1,5,3,"2005",2427.23
"2005",21,1,5,4,"2005",1495.7
"2005",21,1,8,0,"2005",330.39
"2005",21,1,8,1,"2005",92.1
"2005",21,1,8,2,"2005",84.43
"2005",21,1,8,3,"2005",99.54
"2005",21,1,8,4,"2005",54.33
"2005",21,1,9,0,"2005",1089.41
"2005",21,1,9,1,"2005",360.06
"2005",21,1,9,2,"2005",294.08
"2005",21,1,9,3,"2005",297.23
"2005",21,1,9,4,"2005",138.04
"2005",21,1,10,0,"2005",478.85
"2005",21,1,10,1,"2005",115.74
"2005",21,1,10,2,"2005",121.69
"2005",21,1,10,3,"2005",160.11
"2005",21,1,10,4,"2005",81.31
"2005",21,1,11,0,"2005",6975.8
"2005",21,1,11,1,"2005",1667.71
"2005",21,1,11,2,"2005",1776.68
"2005",21,1,11,3,"2005",2160.96
"2005",21,1,11,4,"2005",1370.43
"2005",21,1,12,0,"2005",40.95
"2005",21,1,12,1,"2005",10.48
"2005",21,1,12,2,"2005",10.55
"2005",21,1,12,3,"2005",12.71
"2005",21,1,12,4,"2005",7.22
"2005",21,1,NA,0,"2005",8585.01
"2005",21,1,NA,1,"2005",2154.01
"2005",21,1,NA,2,"2005",2203
"2005",21,1,NA,3,"2005",2630.99
"2005",21,1,NA,4,"2005",1597.01
"2005",21,2,0,0,"2005",9177.01
"2005",21,2,0,1,"2005",2251
"2005",21,2,0,2,"2005",2319
"2005",21,2,0,3,"2005",2723
"2005",21,2,0,4,"2005",1884
"2005",21,2,1,0,"2005",159.71
"2005",21,2,1,1,"2005",40.28
"2005",21,2,1,2,"2005",31.12
"2005",21,2,1,3,"2005",48.28
"2005",21,2,1,4,"2005",40.04
"2005",21,2,2,0,"2005",82.48
"2005",21,2,2,1,"2005",13.52
"2005",21,2,2,2,"2005",20.31
"2005",21,2,2,3,"2005",28.75
"2005",21,2,2,4,"2005",19.9
"2005",21,2,3,0,"2005",79.36
"2005",21,2,3,1,"2005",11.93
"2005",21,2,3,2,"2005",5.73
"2005",21,2,3,3,"2005",16.64
"2005",21,2,3,4,"2005",45.06
"2005",21,2,4,0,"2005",26.03
"2005",21,2,4,1,"2005",5.48
"2005",21,2,4,2,"2005",4.51
"2005",21,2,4,3,"2005",8.49
"2005",21,2,4,4,"2005",7.55
"2005",21,2,5,0,"2005",8467.22
"2005",21,2,5,1,"2005",2078.57
"2005",21,2,5,2,"2005",2157.77
"2005",21,2,5,3,"2005",2516.29
"2005",21,2,5,4,"2005",1714.59
"2005",21,2,8,0,"2005",362.21
"2005",21,2,8,1,"2005",101.22
"2005",21,2,8,2,"2005",99.56
"2005",21,2,8,3,"2005",104.56
"2005",21,2,8,4,"2005",56.88
"2005",21,2,9,0,"2005",1173.76
"2005",21,2,9,1,"2005",393.75
"2005",21,2,9,2,"2005",318.57
"2005",21,2,9,3,"2005",280.08
"2005",21,2,9,4,"2005",181.36
"2005",21,2,10,0,"2005",523.42
"2005",21,2,10,1,"2005",131.65
"2005",21,2,10,2,"2005",122.58
"2005",21,2,10,3,"2005",162.12
"2005",21,2,10,4,"2005",107.08
"2005",21,2,11,0,"2005",7406.52
"2005",21,2,11,1,"2005",1716.36
"2005",21,2,11,2,"2005",1872.58
"2005",21,2,11,3,"2005",2265.65
"2005",21,2,11,4,"2005",1551.93
"2005",21,2,12,0,"2005",73.3
"2005",21,2,12,1,"2005",9.24
"2005",21,2,12,2,"2005",5.27
"2005",21,2,12,3,"2005",15.15
"2005",21,2,12,4,"2005",43.63
"2005",21,2,NA,0,"2005",9177.01
"2005",21,2,NA,1,"2005",2251
"2005",21,2,NA,2,"2005",2319.01
"2005",21,2,NA,3,"2005",2723
"2005",21,2,NA,4,"2005",1884
"2005",22,0,0,0,"2005",2490.98
"2005",22,0,0,1,"2005",558
"2005",22,0,0,2,"2005",647
"2005",22,0,0,3,"2005",791
"2005",22,0,0,4,"2005",495
"2005",22,0,1,0,"2005",52.06
"2005",22,0,1,1,"2005",14.22
"2005",22,0,1,2,"2005",9.7
"2005",22,0,1,3,"2005",13.57
"2005",22,0,1,4,"2005",14.57
"2005",22,0,2,0,"2005",7.97
"2005",22,0,2,1,"2005",0.53
"2005",22,0,2,2,"2005",1.7
"2005",22,0,2,3,"2005",2.49
"2005",22,0,2,4,"2005",3.25
"2005",22,0,3,0,"2005",13.8
"2005",22,0,3,1,"2005",2.39
"2005",22,0,3,2,"2005",3.37
"2005",22,0,3,3,"2005",3.15
"2005",22,0,3,4,"2005",4.89
"2005",22,0,4,0,"2005",1.07
"2005",22,0,4,1,"2005",0
"2005",22,0,4,2,"2005",0
"2005",22,0,4,3,"2005",0.53
"2005",22,0,4,4,"2005",0.54
"2005",22,0,5,0,"2005",2340.55
"2005",22,0,5,1,"2005",517.23
"2005",22,0,5,2,"2005",609.15
"2005",22,0,5,3,"2005",749.82
"2005",22,0,5,4,"2005",464.35
"2005",22,0,8,0,"2005",75.55
"2005",22,0,8,1,"2005",23.62
"2005",22,0,8,2,"2005",23.07
"2005",22,0,8,3,"2005",21.45
"2005",22,0,8,4,"2005",7.4
"2005",22,0,9,0,"2005",91.13
"2005",22,0,9,1,"2005",25.84
"2005",22,0,9,2,"2005",20.78
"2005",22,0,9,3,"2005",27.58
"2005",22,0,9,4,"2005",16.94
"2005",22,0,10,0,"2005",122.84
"2005",22,0,10,1,"2005",34.81
"2005",22,0,10,2,"2005",33.07
"2005",22,0,10,3,"2005",32.07
"2005",22,0,10,4,"2005",22.89
"2005",22,0,11,0,"2005",2263.75
"2005",22,0,11,1,"2005",495.48
"2005",22,0,11,2,"2005",589.78
"2005",22,0,11,3,"2005",728.2
"2005",22,0,11,4,"2005",450.29
"2005",22,0,12,0,"2005",13.27
"2005",22,0,12,1,"2005",1.87
"2005",22,0,12,2,"2005",3.37
"2005",22,0,12,3,"2005",3.15
"2005",22,0,12,4,"2005",4.89
"2005",22,0,NA,0,"2005",2490.98
"2005",22,0,NA,1,"2005",558
"2005",22,0,NA,2,"2005",647
"2005",22,0,NA,3,"2005",791
"2005",22,0,NA,4,"2005",494.99
"2005",22,1,0,0,"2005",1207.99
"2005",22,1,0,1,"2005",260
"2005",22,1,0,2,"2005",320
"2005",22,1,0,3,"2005",384
"2005",22,1,0,4,"2005",244
"2005",22,1,1,0,"2005",22.74
"2005",22,1,1,1,"2005",5.32
"2005",22,1,1,2,"2005",2.8
"2005",22,1,1,3,"2005",6.17
"2005",22,1,1,4,"2005",8.44
"2005",22,1,2,0,"2005",3.82
"2005",22,1,2,1,"2005",0
"2005",22,1,2,2,"2005",1.23
"2005",22,1,2,3,"2005",0.86
"2005",22,1,2,4,"2005",1.73
"2005",22,1,3,0,"2005",9.34
"2005",22,1,3,1,"2005",1.52
"2005",22,1,3,2,"2005",1.9
"2005",22,1,3,3,"2005",3.15
"2005",22,1,3,4,"2005",2.77
"2005",22,1,4,0,"2005",0
"2005",22,1,4,1,"2005",0
"2005",22,1,4,2,"2005",0
"2005",22,1,4,3,"2005",0
"2005",22,1,4,4,"2005",0
"2005",22,1,5,0,"2005",1136.93
"2005",22,1,5,1,"2005",244.12
"2005",22,1,5,2,"2005",303.12
"2005",22,1,5,3,"2005",361.97
"2005",22,1,5,4,"2005",227.71
"2005",22,1,8,0,"2005",35.16
"2005",22,1,8,1,"2005",9.03
"2005",22,1,8,2,"2005",10.94
"2005",22,1,8,3,"2005",11.85
"2005",22,1,8,4,"2005",3.34
"2005",22,1,9,0,"2005",43.47
"2005",22,1,9,1,"2005",10.8
"2005",22,1,9,2,"2005",10.98
"2005",22,1,9,3,"2005",13.28
"2005",22,1,9,4,"2005",8.42
"2005",22,1,10,0,"2005",55.37
"2005",22,1,10,1,"2005",13.99
"2005",22,1,10,2,"2005",14.61
"2005",22,1,10,3,"2005",15
"2005",22,1,10,4,"2005",11.76
"2005",22,1,11,0,"2005",1100.34
"2005",22,1,11,1,"2005",234.21
"2005",22,1,11,2,"2005",292.51
"2005",22,1,11,3,"2005",352.58
"2005",22,1,11,4,"2005",221.04
"2005",22,1,12,0,"2005",8.81
"2005",22,1,12,1,"2005",0.99
"2005",22,1,12,2,"2005",1.9
"2005",22,1,12,3,"2005",3.15
"2005",22,1,12,4,"2005",2.77
"2005",22,1,NA,0,"2005",1208
"2005",22,1,NA,1,"2005",260
"2005",22,1,NA,2,"2005",320
